name,name_order,name_section,sort_key
Mo Money Mo Problems (feat. Mase & Puff Daddy) [2014 Remastered Version],4211763386,12,"b'0BF\x04BFD2Z\x04BF\x04HLF,@2BN\x04\t\x8e42*P\x08\x04B*N2\x04\n\x90\x04HR44\x040*00Z\t\x90\x04\t\x92\x0fS\xa4\x04L2B*NP2L20\x04T2LN:FD\t\x94\x01%%\x07\x01\xdc\xc4\xdc\xc1\xdc\xc4\xdc\xb7\xdc\xc0\xdc\xc2\xdc\xbd\xdc\xbc\xdc\x0b\x00'"
Modest Mouse,4211866493,12,b'0BF02NP\x04BFRN2\x01\x10\x01\xdc\xc0\xdc\x08\x00'
Mos Def & Talib Kweli Are Black Star,4212219801,12,"b'0BFN\x04024\x04\n\x90\x04P*@:,\x04>V2@:\x04*L2\x04,@*.>\x04NP*L\x01%\x07\x01\xdc\xc3\xdc\xc1\xdc\xc1\xdc\xc1\xdc\xc3\xdc\xc1\xdc\x07\x00'"
Motion City Soundtrack,4212297317,12,b'0BFP:FD\x04.:PZ\x04NFRD0PL*.>\x01\x1a\x01\xdc\xc0\xdc\xc2\xdc\r\x00'
Move Your Feet,4212510596,12,b'0BFT2\x04ZFRL\x04422P\x01\x12\x01\xdc\xc2\xdc\xc2\xdc\x07\x00'
Mr Jukes,4213065139,12,b'0BL\x04<R>2N\x01\x0c\x01\xdc\xc4\xdc\x08\x00'
Music Sounds Better with You - Single,4213678317,12,"b'0BRN:.\x04NFRD0N\x04,2PP2L\x04V:P8\x04ZFR\x04\x05\x0e\x04N:D6@2\x01%\x08\x01\xdc\xc1\xdc\xc0\xdc\xbb\xdc\xc1\xdc\t\x00'"
Music Sounds Better with You (Radio Edit),4213753496,12,"b'0BRN:.\x04NFRD0N\x04,2PP2L\x04V:P8\x04ZFR\x04\t\x8eL*0:F\x0420:P\t\x90\x01%\x0c\x01\xdc\xc1\xdc\xc0\xdc\xbb\xdc\xc2\xdc\xc1\xdc\x08\x00'"
My Beautiful Dark Twisted Fantasy,4214430110,12,"b'0BZ\x04,2*RP:4R@\x040*L>\x04PV:NP20\x044*DP*NZ\x01%\x01\xdc\xc4\xdc\xbd\xdc\xc2\xdc\xbf\xdc\n\x00'"
"N. Jones, W. Adams, J. Lordan & D. Ingle",4235543906,13,b'0D\x08\x04<FD2N\x06\x04V\x08\x04*0*BN\x06\x04<\x08\x04@FL0*D\x04\n\x90\x040\x08\x04:D6@2\x01%\x0b\x01\xdc\xc4\xdc\xc0\xe0\xc4\xdc\xc0\xdc\xc4\xdc\xbe\xdc\xc4\xdc\x08\x00'
N.W.A.,4235834280,13,b'0D\x08V\x08*\x08\x01\n\x01\xdc\xc5\xe0\xc5\xdc\x05\x00'
Name of the Game,4240573005,13,b'0D*B2\x04F4\x04P82\x046*B2\x01\x14\x01\xdc\xbb\xdc\x07\x00'
Nas,4240735434,13,b'0D*N\x01\x07\x01\xdc\x06\x00'
"Nasir Jones, Peter Phillips & Peter Phillips",4240741848,13,b'0D*N:L\x04<FD2N\x06\x04H2P2L\x04H8:@@:HN\x04\n\x90\x04H2P2L\x04H8:@@:HN\x01%\x0f\x01\xdc\xc1\xdc\xc0\xdc\xc1\xdc\xbc\xdc\xc1\xdc\x0b\x00'
Naughty By Nature,4240799580,13,"b'0D*R68PZ\x04,Z\x04D*PRL2\x01\x15\x01\xdc\xbf\xdc\xc4\xdc\t\x00'"
"Naughty By Nature, Anthony Criss, Ernie Isley, Kier Gist (Kaygee Gist), Marvin Isley, Ronald Isley, Rudolph Isley & Vincent Brown",4241019740,13,"b'0D*R68PZ\x04,Z\x04D*PRL2\x06\x04*DP8FDZ\x04.L:NN\x06\x042LD:2\x04:N@2Z\x06\x04>:2L\x046:NP\x04\t\x8e>*Z622\x046:NP\t\x90\x06\x04B*LT:D\x04:N@2Z\x06\x04LFD*@0\x04:N@2Z\x06\x04LR0F@H8\x04:N@2Z\x04\n\x90\x04T:D.2DP\x04,LFVD\x01%%%""\x01\xdc\xbf\xdc\xc4\xdc\xbf\xdc\xbf\xdc\xc0\xdc\xc1\xdc\xc0\xdc\xc2\xdc\xc1\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xbf\xdc\xbf\xdc\xbf\xdc\x08\x00'"
No Doubt,4244606150,13,"b'0DF\x040FR,P\x01\x0c\x01\xdc\xc4\xdc\x08\x00'"
No No (Digital Base Remix),4244784480,13,"b'0DF\x04DF\x04\t\x8e0:6:P*@\x04,*N2\x04L2B:X\t\x90\x01\x1e\x01\xdc\xc4\xdc\xc3\xdc\xbf\xdc\xc2\xdc\t\x00'"
Nothing to Lose,4244982625,13,b'0DFP8:D6\x04PF\x04@FN2\x01\x13\x01\xdc\xbc\xdc\x07\x00'
Notorious B.I.G.,4245004641,13,"b'0DFPFL:FRN\x04,\x08:\x086\x08\x01\x14\x01\xdc\xbd\xdc\xc5\xdc\xc5\xdc\x05\x00'"
"Notorious B.I.G., Andy Armer, D-Dot, Randy Alpert, Ricky Walters, R.Lawrence, Ronald Lawrence & Sean ""Puffy"" Combs",4245024455,13,"b'0DFPFL:FRN\x04,\x08:\x086\x08\x06\x04*D0Z\x04*LB2L\x06\x040\x05\x0e0FP\x06\x04L*D0Z\x04*@H2LP\x06\x04L:.>Z\x04V*@P2LN\x06\x04L\x08@*VL2D.2\x06\x04LFD*@0\x04@*VL2D.2\x04\n\x90\x04N2*D\x04\txHR44Z\tx\x04.FB,N\x01%%%\x13\x01\xdc\xbd\xdc\xc5\xdc\xc5\xdc\xc3\xdc\xc2\xdc\xc0\xdc\xc5\xdc\xc2\xdc\xc1\xdc\xbf\xdc\xc1\xe0\xbe\xdc\xc5\xdc\xbd\xdc\xc0\xdc\xbc\xdc\xc1\xdc\xc0\xdc\x08\x00'"
"Notorious B.I.G., Bernard Edwards, Mason Betha, Nile Gregory Rodgers, Sean ""Puffy"" Combs & Stevie J.",4245042288,13,"b'0DFPFL:FRN\x04,\x08:\x086\x08\x06\x04,2LD*L0\x0420V*L0N\x06\x04B*NFD\x04,2P8*\x06\x04D:@2\x046L26FLZ\x04LF062LN\x06\x04N2*D\x04\txHR44Z\tx\x04.FB,N\x04\n\x90\x04NP2T:2\x04<\x08\x01%%%\x05\x01\xdc\xbd\xdc\xc5\xdc\xc5\xdc\xc3\xdc\xbf\xdc\xbe\xdc\xc1\xdc\xc0\xdc\xc2\xdc\xbf\xdc\xbe\xdc\xc1\xdc\xc0\xdc\xbf\xdc\xc0\xdc\x05\x00'"
"O'Shea Jackson, Lorenzo Patterson, Eric Wright & Dr. Dre",4261252471,14,b'0F\tjN82*\x04<*.>NFD\x06\x04@FL2D\\F\x04H*PP2LNFD\x06\x042L:.\x04VL:68P\x04\n\x90\x040L\x08\x040L2\x01%\x1b\x01\xdc\xc5\xdc\xc2\xdc\xbe\xdc\xbf\xdc\xbc\xdc\xc2\xe0\xbe\xdc\xc3\xdc\x06\x00'
Oakenfold,4263035770,14,b'0F*>2D4F@0\x01\r\x01\xdc\x0c\x00'
"Off the Wall - Ten Years of Wall of Sound, Vol. 1",4263935108,14,b'0F44\x04P82\x04V*@@\x04\x05\x0e\x04P2D\x04Z2*LN\x04F4\x04V*@@\x04F4\x04NFRD0\x06\x04TF@\x08\x04\x0f\x03\x01%\x14\x01\xdc\xbf\xe0\xc0\xdc\xc3\xdc\xbe\xe0\xbf\xdc\xc0\xdc\t\x00'
Oliver Dollar & Chuck Daniels,4265319216,14,b'0F@:T2L\x040F@@*L\x04\n\x90\x04.8R.>\x040*D:2@N\x01!\x01\xdc\xc0\xdc\xbe\xdc\xc1\xdc\n\x00'
Oliver Siebert & Charles Bletstein,4265591018,14,"b'0F@:T2L\x04N:2,2LP\x04\n\x90\x04.8*L@2N\x04,@2PNP2:D\x01%\x05\x01\xdc\xc0\xdc\xbd\xdc\xbf\xdc\x0c\x00'"
Only By the Night,4268548915,14,"b'0FD@Z\x04,Z\x04P82\x04D:68P\x01\x15\x01\xdc\xc2\xdc\xc0\xdc\x08\x00'"
Orbital,4269992681,14,"b'0FL,:P*@\x01\x0b\x01\xdc\n\x00'"
Over,4276034034,14,b'0FT2L\x01\x08\x01\xdc\x07\x00'
Overexposed (Deluxe Version),4277077359,14,b'0FT2L2XHFN20\x04\t\x8e02@RX2\x04T2LN:FD\t\x90\x01 \x01\xdc\xba\xdc\xc0\xdc\x0b\x00'
Paradise City,4286467287,15,b'0H*L*0:N2\x04.:PZ\x01\x11\x01\xdc\xbe\xdc\x07\x00'
Partie Traumatic,4287755343,15,b'0H*LP:2\x04PL*RB*P:.\x01\x14\x01\xdc\xc0\xdc\x0c\x00'
Party Rock Anthem (feat. Lauren Bennett & GoonRock),4289186517,15,"b'0H*LPZ\x04LF.>\x04*DP82B\x04\t\x8e42*P\x08\x04@*RL2D\x04,2DD2PP\x04\n\x90\x046FFDLF.>\t\x90\x01%\x16\x01\xdc\xc1\xdc\xc2\xdc\xb9\xdc\xc0\xdc\xbd\xdc\xc3\xdc\x08\x00'"
Payphone (feat. Wiz Khalifa),4291112417,15,b'0H*ZH8FD2\x04\t\x8e42*P\x08\x04V:\\\x04>8*@:4*\t\x90\x01 \x01\xdc\xb7\xe0\xc3\xdc\x0b\x00'
Peace Is The Mission,4292400473,15,b'0H2*.2\x04:N\x04P82\x04B:NN:FD\x01\x18\x01\xdc\xc1\xdc\xc4\xdc\xc3\xdc\n\x00'
Pearl Jam,4292413312,15,b'0H2*L@\x04<*B\x01\r\x01\xdc\xc1\xdc\x06\x00'
People of the Sun (Live),4292508535,15,b'0H2FH@2\x04F4\x04P82\x04NRD\x04\t\x8e@:T2\t\x90\x01\x1c\x01\xdc\xb9\xdc\xc2\xdc\x08\x00'
Permission to Land,4292528872,15,b'0H2LB:NN:FD\x04PF\x04@*D0\x01\x16\x01\xdc\xb9\xdc\x07\x00'
Pete Rock,4293004094,15,b'0H2P2\x04LF.>\x01\r\x01\xdc\xc2\xdc\x07\x00'
Phil Hartnoll & Paul Hartnoll,4293758474,15,b'0H8:@\x048*LPDF@@\x04\n\x90\x04H*R@\x048*LPDF@@\x01!\x01\xdc\xc2\xdc\xbc\xdc\xc2\xdc\x0b\x00'
Philadelphia Freeway,4293842295,15,b'0H8:@*02@H8:*\x044L22V*Z\x01\x18\x01\xdc\xba\xdc\n\x00'
Piece of the Indestructible - EP,4294121278,15,"b'0H:2.2\x04F4\x04P82\x04:D02NPLR.P:,@2\x04\x05\x0e\x042H\x01$\x01\xdc\xba\xdc\xb6\xdc\xdc\x00'"
Plump DJs,4656903278656503,15,b'0H@RBH\x040<N\x01\r\x01\xdc\xc1\xdc\xdc\x05\x00'
Points of Authority / 99 Problems / One Step Closer,42377785046538991,15,"b'0HF:DPN\x04F4\x04*RP8FL:PZ\x04\n\x8a\x04\x0fL\x1b\x04HLF,@2BN\x04\n\x8a\x04FD2\x04NP2H\x04.@FN2L\x01%\x15\x01\xdc\xbd\xdc\xb9\xdc\xbc\xdc\xc3\xdc\xc2\xdc\t\x00'"
Project: Funk Da World,94931355767370602,15,b'0HLF<2.P\x076\x044RD>\x040*\x04VFL@0\x01\x1a\x01\xdc\xbe\xdc\xc2\xdc\xc4\xe0\x08\x00'
Push the Button,135734056701521852,15,"b'0HRN8\x04P82\x04,RPPFD\x01\x13\x01\xdc\xbe\xdc\t\x00'"
Quality,255471659829805156,16,b'0JR*@:PZ\x01\x0b\x01\xe0\n\x00'
Queensrÿche,265771702992093652,16,b'0JR22DNLZ.82\x01>\x96\x07\x01\xe0\x0f\x00'
R U Still Down? (Remember Me),358472091452690548,17,"b'0L\x04R\x04NP:@@\x040FVD\x07b\x04\t\x8eL2B2B,2L\x04B2\t\x90\x01!\x01\xdc\xc5\xdc\xc5\xdc\xc1\xdc\xc0\xdc\xbe\xdc\x06\x00'"
R&B/Soul,369916583855233364,17,"b'0L\n\x90,\n\x8aNFR@\x01\x0c\x01\xdc\xc5\xdc\xc5\xdc\x07\x00'"
Rage Against the Machine,387789223984508906,17,b'0L*62\x04*6*:DNP\x04P82\x04B*.8:D2\x01\x1c\x01\xdc\xc2\xdc\xbb\xdc\n\x00'
Rated R,389775072887761760,17,b'0L*P20\x04L\x01\x0b\x01\xdc\xc1\xdc\x00'
Raymond v Raymond (Expanded Edition),391981571669153816,17,b'0L*ZBFD0\x04T\x04L*ZBFD0\x04\t\x8e2XH*D020\x0420:P:FD\t\x90\x01%\x07\x01\xdc\xbd\xdc\xbe\xdc\xbe\xdc\x0b\x00'
Reconstructed: The Best of DJ Shadow (Deluxe Edition),397415106664020372,17,"b'0L2.FDNPLR.P20\x076\x04P82\x04,2NP\x04F4\x040<\x04N8*0FV\x04\t\x8e02@RX2\x0420:P:FD\t\x90\x01%\x18\x01\xdc\xb8\xdc\xc3\xdc\xbf\xdc\xdc\xc5\xdc\xbf\xdc\xc0\xdc\x0b\x00'"
Red Nation,433096982175114991,17,b'0L20\x04D*P:FD\x01\x0e\x01\xdc\xc3\xdc\t\x00'
Regulate...G Funk Era (20th Anniversary Edition),433321609324534950,17,b'0L26R@*P2\x08\x08\x086\x044RD>\x042L*\x04\t\x8e\x0f\x16P8\x04*DD:T2LN*LZ\x0420:P:FD\t\x90\x01%\x12\x01\xdc\xbc\xdc\xc5\xdc\xc2\xdc\xbe\xdc\xbb\xdc\x0b\x00'
Relapse: Refill,433672336114640874,17,b'0L2@*HN2\x076\x04L24:@@\x01\x13\x01\xdc\xbe\xdc\t\x00'
Remember the Name (feat. Styles of Beyond),433744704062110626,17,"b'0L2B2B,2L\x04P82\x04D*B2\x04\t\x8e42*P\x08\x04NPZ@2N\x04F4\x04,2ZFD0\t\x90\x01%\r\x01\xdc\xba\xdc\xbb\xdc\xbd\xdc\n\x00'"
Restless,434176425517618620,17,b'0L2NP@2NN\x01\x0c\x01\xdc\x0b\x00'
Reunited,434317267967201906,17,b'0L2RD:P20\x01\x0c\x01\xdc\x0b\x00'
Rhymefest,442753981205787851,17,b'0L8ZB242NP\x01\r\x01\xdc\x0c\x00'
Rihanna,447134945727095886,17,b'0L:8*DD*\x01\x0b\x01\xdc\n\x00'
Rising Tied (Deluxe Version),448786540795096436,17,b'0L:N:D6\x04P:20\x04\t\x8e02@RX2\x04T2LN:FD\t\x90\x01 \x01\xdc\xc0\xdc\xc1\xdc\xc0\xdc\x0b\x00'
Roadhouse Blues (Crystal Method Remix),462164460845900872,17,"b'0LF*08FRN2\x04,@R2N\x04\t\x8e.LZNP*@\x04B2P8F0\x04L2B:X\t\x90\x01%\t\x01\xdc\xbd\xdc\xc0\xdc\xbf\xdc\xc0\xdc\t\x00'"
Robbie Williams,463650896407101393,17,"b'0LF,,:2\x04V:@@:*BN\x01\x13\x01\xdc\xc0\xe0\x0b\x00'"
"Robbie Williams, Guy Chambers, Leslie Bricusse & J Barry",463854797032780475,17,"b'0LF,,:2\x04V:@@:*BN\x06\x046RZ\x04.8*B,2LN\x06\x04@2N@:2\x04,L:.RNN2\x04\n\x90\x04<\x04,*LLZ\x01%\x1b\x01\xdc\xc0\xe0\xbd\xdc\xc3\xdc\xbd\xdc\xc0\xdc\xbc\xdc\xc5\xdc\x08\x00'"
Rock the Bells,465712697214863597,17,"b'0LF.>\x04P82\x04,2@@N\x01\x12\x01\xdc\xbe\xdc\x08\x00'"
Rocket Soul,465917848173605955,17,b'0LF.>2P\x04NFR@\x01\x0f\x01\xdc\xc0\xdc\x07\x00'
Rookie,467764206802287180,17,b'0LFF>:2\x01\n\x01\xdc\t\x00'
Rookie - Single,467784721898161416,17,b'0LFF>:2\x04\x05\x0e\x04N:D6@2\x01\x13\x01\xdc\xbe\xdc\t\x00'
Roses (feat. ROZES),468651507075249663,17,b'0LFN2N\x04\t\x8e42*P\x08\x04LF\\2N\t\x90\x01\x17\x01\xdc\xba\xdc\xdc\xdc\xdc\xdc\x05\x00'
Röyksopp,470020867348453125,17,b'0LFZ>NFHH\x01D\x96\n\x01\xdc\x0c\x00'
Run The Jewels,503546592335872910,17,b'0LRD\x04P82\x04<2V2@N\x01\x12\x01\xdc\xc3\xdc\xc3\xdc\t\x00'
Run-DMC,506948039922077544,17,b'0LRD\x05\x0e0B.\x01\x0b\x01\xdc\xc3\xdc\xdc\xdc\x00'
Runnin' With the Devil,523565267580208602,17,b'0LRDD:D\tj\x04V:P8\x04P82\x0402T:@\x01\x1a\x01\xdc\xbf\xe0\xbe\xdc\x08\x00'
Saliva,675533098509565557,18,b'0N*@:T*\x01\n\x01\xdc\t\x00'
Scarface,679702054487880564,18,b'0N.*L4*.2\x01\x0c\x01\xdc\x0b\x00'
September,683101835772736825,18,"b'0N2HP2B,2L\x01\r\x01\xdc\x0c\x00'"
"Shawn Carter, Rick Rubin, Norman Landsberg, Felix Pappalardi, Leslie Weinstein, John Ventura, William Squier, Tracy Marrow & Alphonso Henderson",687959592373719920,18,"b'0N8*VD\x04.*LP2L\x06\x04L:.>\x04LR,:D\x06\x04DFLB*D\x04@*D0N,2L6\x06\x0442@:X\x04H*HH*@*L0:\x06\x04@2N@:2\x04V2:DNP2:D\x06\x04<F8D\x04T2DPRL*\x06\x04V:@@:*B\x04NJR:2L\x06\x04PL*.Z\x04B*LLFV\x04\n\x90\x04*@H8FDNF\x0482D02LNFD\x01%%%%\x0f\x01\xdc\xc1\xdc\xbf\xdc\xc2\xdc\xc0\xdc\xc0\xdc\xbc\xdc\xc1\xdc\xbb\xdc\xc0\xe0\xbc\xdc\xc2\xdc\xbe\xe0\xbf\xdc\xbf\xdc\xc1\xdc\xbe\xdc\xbe\xdc\x0c\x00'"
Shout Away,688150972127634589,18,b'0N8FRP\x04*V*Z\x01\x0e\x01\xdc\xc1\xdc\x07\x00'
Shout Away - Single,688323213906157793,18,b'0N8FRP\x04*V*Z\x04\x05\x0e\x04N:D6@2\x01\x17\x01\xdc\xc1\xdc\xc0\xdc\t\x00'
Show Goes On,688478231506828677,18,b'0N8FV\x046F2N\x04FD\x01\x10\x01\xdc\xc2\xdc\xc2\xdc\x05\x00'
Sikamikanico,689733874072262839,18,b'0N:>*B:>*D:.F\x01\x10\x01\xdc\x0f\x00'
Skrillex,693472108267986355,18,b'0N>L:@@2X\x01\x0c\x01\xdc\x0b\x00'
Skrillex & Sara Mitchell,693488438678950343,18,b'0N>L:@@2X\x04\n\x90\x04N*L*\x04B:P.82@@\x01\x1c\x01\xdc\xbc\xdc\xc2\xdc\x0b\x00'
Soul,738755989547368010,18,b'0NFR@\x01\x08\x01\xdc\x07\x00'
Soundgarden,740441750479590468,18,b'0NFRD06*L02D\x01\x0f\x01\xdc\x0e\x00'
Soundtrack,741792211709909333,18,b'0NFRD0PL*.>\x01\x0e\x01\xdc\r\x00'
Star Guitar,775001887323145761,18,b'0NP*L\x046R:P*L\x01\x0f\x01\xdc\xc2\xdc\t\x00'
Stardust,776095760919704032,18,b'0NP*L0RNP\x01\x0c\x01\xdc\x0b\x00'
"Stefan Kendal Gordy, Skyler Gordy, Jamahl Listenbee & Peter Schroeder",785940623288728487,18,"b'0NP24*D\x04>2D0*@\x046FL0Z\x06\x04N>Z@2L\x046FL0Z\x06\x04<*B*8@\x04@:NP2D,22\x04\n\x90\x04H2P2L\x04N.8LF202L\x01%%\x07\x01\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xbb\xdc\xc1\xdc\x0c\x00'"
Steve Aoki,787156038396015488,18,b'0NP2T2\x04*F>:\x01\x0e\x01\xdc\xc1\xdc\x07\x00'
"Steve Aoki, Stefan Gordy, Justin Bates, Skyler Gordy, Olivia Nervo, Miriam Nervo, Cory Nitta, Sky Ferreira & Jon Szymanski",787169543008318676,18,"b'0NP2T2\x04*F>:\x06\x04NP24*D\x046FL0Z\x06\x04<RNP:D\x04,*P2N\x06\x04N>Z@2L\x046FL0Z\x06\x04F@:T:*\x04D2LTF\x06\x04B:L:*B\x04D2LTF\x06\x04.FLZ\x04D:PP*\x06\x04N>Z\x0442LL2:L*\x04\n\x90\x04<FD\x04N\\ZB*DN>:\x01%%%\x1b\x01\xdc\xc1\xdc\xc1\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc2\xdc\xc0\xdc\xc3\xdc\xbc\xdc\xc3\xdc\x0c\x00'"
Still D.R.E. (feat. Snoop Dogg),788641545749366233,18,b'0NP:@@\x040\x08L\x082\x08\x04\t\x8e42*P\x08\x04NDFFH\x040F66\t\x90\x01#\x01\xdc\xc1\xdc\xc5\xdc\xc5\xdc\xbd\xdc\xc1\xdc\x08\x00'
Straight Outta Compton,789626031986268665,18,b'0NPL*:68P\x04FRPP*\x04.FBHPFD\x01\x1a\x01\xdc\xbe\xdc\xc1\xdc\n\x00'
Stranger Love (feat. Sarah Chernoff),789735419345924493,18,b'0NPL*D62L\x04@FT2\x04\t\x8e42*P\x08\x04N*L*8\x04.82LDF44\t\x90\x01%\x07\x01\xdc\xbe\xdc\xbb\xdc\xc1\xdc\x0c\x00'
Stronger,789856960856653190,18,b'0NPLFD62L\x01\x0c\x01\xdc\x0b\x00'
Summertime,801086385167967074,18,b'0NRBB2LP:B2\x01\x0e\x01\xdc\r\x00'
Sunday Morning,801118683873048307,18,b'0NRD0*Z\x04BFLD:D6\x01\x12\x01\xdc\xc0\xdc\n\x00'
Superstar II,801177676179064549,18,b'0NRH2LNP*L\x04::\x01\x10\x01\xdc\xbd\xdc\xdc\x00'
Superunknown (Deluxe Edition),801183561532253241,18,b'0NRH2LRD>DFVD\x04\t\x8e02@RX2\x0420:P:FD\t\x90\x01!\x01\xdc\xb9\xdc\xc0\xdc\x0b\x00'
Sure Shot (2009 Remaster),801236529710951474,18,b'0NRL2\x04N8FP\x04\t\x8e\x0fS\x9f\x04L2B*NP2L\t\x90\x01\x1a\x01\xdc\xc2\xdc\xbf\xdc\x0c\x00'
Swedish House Mafia,805204025709390946,18,b'0NV20:N8\x048FRN2\x04B*4:*\x01\x17\x01\xdc\xbf\xdc\xc1\xdc\x08\x00'
Sweet,805604709961437966,18,b'0NV22P\x01\t\x01\xdc\x08\x00'
Sweet Nothing (feat. Florence Welch),805649230433887641,18,b'0NV22P\x04DFP8:D6\x04\t\x8e42*P\x08\x044@FL2D.2\x04V2@.8\t\x90\x01%\x07\x01\xdc\xc1\xdc\xb8\xdc\xbe\xe0\t\x00'
Swoon - EP,806049914685934666,18,b'0NVFFD\x04\x05\x0e\x042H\x01\x0e\x01\xdc\xbf\xdc\xdc\x00'
Swoon (Boys Noize Summer Remix),806410530512776990,18,"b'0NVFFD\x04\t\x8e,FZN\x04DF:\\2\x04NRBB2L\x04L2B:X\t\x90\x01#\x01\xdc\xc0\xdc\xc2\xdc\xc1\xdc\xc0\xdc\t\x00'"
Take Care (Deluxe Version),896569541321806214,19,b'0P*>2\x04.*L2\x04\t\x8e02@RX2\x04T2LN:FD\t\x90\x01\x1e\x01\xdc\xc2\xdc\xc1\xdc\xc0\xdc\x0b\x00'
Talib Kweli,897518343596351252,19,"b'0P*@:,\x04>V2@:\x01\x0f\x01\xdc\xc1\xdc\x08\x00'"
"Talib Kweli, Dante Smith & Tony Cottrell",897519864860009646,19,"b'0P*@:,\x04>V2@:\x06\x040*DP2\x04NB:P8\x04\n\x90\x04PFDZ\x04.FPPL2@@\x01%\x0b\x01\xdc\xc1\xdc\xc0\xdc\xc1\xdc\xbf\xdc\xc2\xdc\x0b\x00'"
"Talib Kweli, Kanye West & Nina Simone",897520033889305024,19,"b'0P*@:,\x04>V2@:\x06\x04>*DZ2\x04V2NP\x04\n\x90\x04D:D*\x04N:BFD2\x01%\x08\x01\xdc\xc1\xdc\xc0\xdc\xc1\xe0\xc0\xdc\xc2\xdc\t\x00'"
Talk That Talk (Deluxe),897535246525888973,19,b'0P*@>\x04P8*P\x04P*@>\x04\t\x8e02@RX2\t\x90\x01\x1b\x01\xdc\xc2\xdc\xc2\xdc\xc1\xdc\n\x00'
Ten Crack Commandments (2014 Remastered Version),899553880859643669,19,b'0P2D\x04.L*.>\x04.FBB*D0B2DPN\x04\t\x8e\x0fS\xa4\x04L2B*NP2L20\x04T2LN:FD\t\x90\x01%\x10\x01\xdc\xc3\xdc\xc1\xdc\xb7\xdc\xbc\xdc\x0b\x00'
"Terius Nash, Christopher Stewart, Robyn Rihanna Fenty & Jay Jenkins",900228806749383188,19,"b'0P2L:RN\x04D*N8\x06\x04.8L:NPFH82L\x04NP2V*LP\x06\x04LF,ZD\x04L:8*DD*\x0442DPZ\x04\n\x90\x04<*Z\x04<2D>:DN\x01%%\x05\x01\xdc\xc0\xdc\xc1\xdc\xbb\xdc\xbe\xdc\xc1\xdc\xbf\xdc\xbf\xdc\xc3\xdc\n\x00'"
Tha Carter III,908203145268293886,19,b'0P8*\x04.*LP2L\x04:::\x01\x12\x01\xdc\xc3\xdc\xc0\xdc\xdc\xdc\x00'
Thank Me Later,909089182881506196,19,b'0P8*D>\x04B2\x04@*P2L\x01\x12\x01\xdc\xc1\xdc\xc4\xdc\x08\x00'
The Best of Both Worlds,916196564626862294,19,"b'0P82\x04,2NP\x04F4\x04,FP8\x04VFL@0N\x01\x1b\x01\xdc\xc3\xdc\xbf\xdc\xc2\xe0\t\x00'"
"The Best of Earth, Wind & Fire, Vol. 1",916249876771767970,19,"b'0P82\x04,2NP\x04F4\x042*LP8\x06\x04V:D0\x04\n\x90\x044:L2\x06\x04TF@\x08\x04\x0f\x03\x01%\t\x01\xdc\xc3\xdc\xbf\xdc\xc0\xe0\xc0\xdc\xc1\xdc\t\x00'"
The Black Album,917234363008670476,19,"b'0P82\x04,@*.>\x04*@,RB\x01\x13\x01\xdc\xc3\xdc\xc1\xdc\x08\x00'"
The Blueprint 3,917795115156172055,19,"b'0P82\x04,@R2HL:DP\x04\x0f\x05\x01\x13\x01\xdc\xc3\xdc\x0e\x00'"
The Boxer,918203903471700701,19,"b'0P82\x04,FX2L\x01\r\x01\xdc\xc3\xdc\x08\x00'"
The Chainsmokers,921183970291904525,19,b'0P82\x04.8*:DNBF>2LN\x01\x14\x01\xdc\xc3\xdc\x0f\x00'
The Champ,921515088827482752,19,b'0P82\x04.8*BH\x01\r\x01\xdc\xc3\xdc\x08\x00'
The Chemical Brothers,921882998311458583,19,"b'0P82\x04.82B:.*@\x04,LFP82LN\x01\x19\x01\xdc\xc3\xdc\xbe\xdc\x0b\x00'"
The Collection,922291786626987278,19,b'0P82\x04.F@@2.P:FD\x01\x12\x01\xdc\xc3\xdc\r\x00'
The Crystal Method,930197210197032135,19,b'0P82\x04.LZNP*@\x04B2P8F0\x01\x16\x01\xdc\xc3\xdc\xbf\xdc\t\x00'
The Darkness,975502695225129022,19,b'0P82\x040*L>D2NN\x01\x10\x01\xdc\xc3\xdc\x0b\x00'
The Doors,979692391020195182,19,b'0P82\x040FFLN\x01\r\x01\xdc\xc3\xdc\x08\x00'
The Doors & The Crystal Method,980157912775202508,19,"b'0P82\x040FFLN\x04\n\x90\x04P82\x04.LZNP*@\x04B2P8F0\x01""\x01\xdc\xc3\xdc\xbf\xdc\xc3\xdc\xbf\xdc\t\x00'"
"The Dreamer, The Believer",984347608570268470,19,"b'0P82\x040L2*B2L\x06\x04P82\x04,2@:2T2L\x01\x1d\x01\xdc\xc3\xdc\xbe\xdc\xc3\xdc\x0b\x00'"
The Eminem Show,1030539739285618198,19,b'0P82\x042B:D2B\x04N8FV\x01\x13\x01\xdc\xc3\xdc\xc0\xdc\x07\x00'
The Fix,1082031627077037529,19,b'0P82\x044:X\x01\x0b\x01\xdc\xc3\xdc\x06\x00'
